num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
186,139,1,107,238717,0.609,0.738,0.073,0.11,0.063,0.187,0.583,74.92
42,31,1,25,224566,0.558,0.841,0.041,0.109,0.0,0.207,0.632,75.222
163,110,1,65,226646,0.791,0.709,0.178,0.092,0.003,0.232,0.563,77.7
42,30,1,24,221767,,,,,,,,
24,24,1,23,229322,0.632,0.687,0.132,0.264,0.001,0.164,0.373,72.0
39,35,22,31,227069,,,,,,,,
44,30,1,17,229974,,,,,,,,
82,64,1,55,260697,0.424,0.351,0.032,0.638,0.0,0.142,0.165,57.667
167,91,1,43,233922,0.584,0.535,0.031,0.29,0.0,0.248,0.447,71.0
34,17,2,5,288836,0.928,0.665,0.066,0.017,0.0,0.141,0.711,87.5
20,18,1,12,217141,,,,,,,,
48,31,1,8,240115,0.653,0.453,0.035,0.374,0.0,0.365,0.67,60.75
108,92,3,75,251051,0.554,0.48,0.046,0.377,0.0,0.121,0.34,70.846
85,64,3,49,236501,0.765,0.793,0.186,0.09,0.0,0.325,0.579,77.125
51,51,1,45,247730,0.541,0.629,0.036,0.204,0.004,0.169,0.637,73.444
97,85,2,65,236181,,,,,,,,
40,35,1,32,223281,0.301,0.129,0.041,0.949,0.909,0.106,0.115,56.5
38,38,1,35,252748,0.549,0.58,0.045,0.151,0.239,0.135,0.355,70.25
27,25,1,23,233758,,,,,,,,
33,18,1,11,232918,,,,,,,,
46,36,2,32,245921,0.857,0.638,0.095,0.09,0.003,0.106,0.618,76.667
18,11,1,6,326733,,,,,,,,
134,114,1,84,233090,0.764,0.615,0.138,0.162,0.001,0.169,0.596,76.938
101,88,1,67,224158,0.81,0.574,0.067,0.004,0.0,0.11,0.276,79.0
53,43,2,30,269271,0.445,0.562,0.061,0.249,0.168,0.175,0.494,67.04
51,44,1,34,191017,0.554,0.078,0.07,0.966,0.474,0.089,0.235,52.5
249,179,3,94,222136,0.62,0.565,0.034,0.183,0.002,0.152,0.588,61.333
30,29,2,22,235417,0.681,0.667,0.037,0.007,0.0,0.119,0.471,74.0
15,14,1,14,251538,0.563,0.82,0.037,0.022,0.009,0.12,0.57,67.5
107,89,1,62,220432,0.59,0.748,0.061,0.118,0.0,0.17,0.637,77.048
153,109,1,69,233576,0.826,0.62,0.162,0.103,0.004,0.119,0.463,78.75
48,45,1,42,214358,,,,,,,,
9,9,1,9,220170,,,,,,,,
34,31,1,26,261647,,,,,,,,
9,8,1,8,232607,0.446,0.228,0.033,0.888,0.0,0.109,0.291,58.0
167,148,1,107,227050,0.705,0.773,0.069,0.113,0.042,0.167,0.657,76.25
110,94,1,75,247062,0.522,0.806,0.068,0.053,0.029,0.245,0.508,73.259
20,9,1,8,214752,0.623,0.601,0.049,0.305,0.0,0.119,0.553,78.333
73,70,1,62,223907,0.632,0.754,0.046,0.21,0.0,0.207,0.745,73.667
30,24,1,21,236556,0.607,0.406,0.095,0.629,0.0,0.256,0.379,76.0
29,27,1,23,228335,0.544,0.736,0.071,0.029,0.304,0.182,0.155,59.5
116,103,2,83,229698,0.621,0.594,0.054,0.349,0.016,0.141,0.559,67.765
108,89,1,48,266125,0.708,0.53,0.059,0.331,0.004,0.159,0.717,71.75
33,27,1,13,279711,0.446,0.583,0.03,0.219,0.0,0.122,0.271,57.0
189,164,2,139,234107,0.61,0.711,0.046,0.122,0.1,0.189,0.509,72.263
37,29,1,27,236850,0.591,0.661,0.037,0.195,0.0,0.117,0.584,71.833
152,57,1,108,164659,,,,,,,,
89,75,1,56,226080,0.893,0.678,0.068,0.377,0.026,0.17,0.642,55.5
20,14,1,12,219823,,,,,,,,
106,81,1,69,214177,0.612,0.682,0.042,0.096,0.001,0.222,0.521,72.143
50,49,1,48,238687,0.583,0.566,0.052,0.288,0.0,0.154,0.583,76.6
33,21,1,16,200789,,,,,,,,
164,129,1,97,224768,0.691,0.579,0.092,0.172,0.0,0.132,0.34,79.25
54,48,1,44,253165,0.747,0.675,0.148,0.198,0.0,0.126,0.73,77.0
60,48,1,31,256725,0.458,0.697,0.074,0.221,0.027,0.177,0.544,73.206
102,83,1,63,256581,0.466,0.883,0.066,0.014,0.022,0.167,0.6,70.172
56,50,3,47,239660,0.632,0.826,0.082,0.069,0.021,0.174,0.473,75.875
17,16,1,16,247993,0.515,0.701,0.034,0.11,0.04,0.391,0.384,74.333
44,42,1,33,237160,,,,,,,,
60,26,2,15,209881,0.622,0.71,0.05,0.204,0.0,0.272,0.434,71.333
139,126,1,102,226471,0.544,0.767,0.07,0.13,0.124,0.198,0.69,70.0
17,17,1,17,218724,,,,,,,,
82,75,2,62,210358,0.583,0.631,0.052,0.221,0.0,0.16,0.368,71.143
23,13,1,5,274741,0.817,0.718,0.219,0.203,0.0,0.224,0.659,76.3
44,24,3,22,199728,0.498,0.425,0.042,0.584,0.003,0.243,0.544,51.333
14,14,1,14,225948,,,,,,,,
22,21,1,18,233524,0.14,0.039,0.041,0.972,0.916,0.1,0.103,53.5
76,66,1,43,235368,0.503,0.75,0.085,0.147,0.048,0.142,0.524,76.25
19,18,1,17,229037,0.809,0.845,0.096,0.029,0.331,0.311,0.456,69.0
54,54,1,53,228413,,,,,,,,
90,75,1,52,231679,0.695,0.587,0.13,0.137,0.002,0.212,0.425,75.222
60,56,2,38,251169,,,,,,,,
12,11,1,11,255271,,,,,,,,
92,70,1,49,219609,0.555,0.61,0.047,0.288,0.0,0.132,0.459,73.684
67,57,1,48,233984,0.608,0.527,0.088,0.407,0.002,0.179,0.357,78.083
24,23,1,22,220973,0.615,0.578,0.027,0.145,0.0,0.145,0.425,73.5
111,63,1,41,494784,,,,,,,,
53,38,1,30,252316,0.402,0.299,0.034,0.436,0.505,0.165,0.252,62.333
73,64,1,59,221380,0.646,0.774,0.078,0.121,0.019,0.234,0.417,66.25
18,18,1,18,250561,,,,,,,,
82,59,1,35,377157,,,,,,,,
65,53,1,45,266085,,,,,,,,
107,87,2,70,223138,0.788,0.605,0.219,0.143,0.002,0.157,0.656,67.4
56,45,4,26,191363,0.588,0.534,0.042,0.439,0.0,0.258,0.706,71.0
111,95,2,86,245580,0.542,0.712,0.049,0.145,0.07,0.212,0.532,72.417
22,22,1,21,238373,0.694,0.837,0.189,0.045,0.118,0.419,0.624,71.667
101,70,1,49,210058,0.597,0.711,0.065,0.141,0.0,0.153,0.573,76.476
52,35,1,27,215851,0.512,0.818,0.053,0.181,0.0,0.096,0.443,76.5
49,48,2,45,223705,0.669,0.758,0.038,0.142,0.002,0.118,0.226,66.5
85,77,1,61,219966,0.812,0.624,0.214,0.028,0.007,0.149,0.495,81.0
233,123,1,103,212384,,,,,,,,
10,10,1,9,228383,0.829,0.63,0.059,0.431,0.0,0.085,0.76,78.5
107,53,1,32,212218,0.825,0.579,0.214,0.072,0.006,0.115,0.345,83.0
82,71,2,63,214969,0.62,0.667,0.055,0.25,0.0,0.154,0.677,78.133
153,125,1,92,228546,0.685,0.697,0.087,0.166,0.006,0.152,0.569,76.941
19,17,1,13,212399,0.608,0.907,0.047,0.019,0.0,0.245,0.787,73.667
43,35,3,35,218451,0.757,0.582,0.156,0.016,0.008,0.128,0.582,77.25
18,16,1,16,249297,,,,,,,,
72,60,1,51,196597,0.581,0.513,0.031,0.204,0.057,0.36,0.402,59.667
11,11,1,11,216117,,,,,,,,
228,165,1,111,232201,0.71,0.729,0.143,0.144,0.002,0.137,0.674,72.955
17,17,2,16,258414,0.445,0.319,0.03,0.613,0.0,0.177,0.234,50.5
93,14,1,15,194657,0.609,0.592,0.032,0.26,0.0,0.22,0.684,27.0
32,23,1,18,263078,0.547,0.446,0.051,0.576,0.003,0.275,0.339,72.2
34,29,1,22,252971,0.409,0.361,0.032,0.557,0.0,0.202,0.167,77.0
145,86,1,28,219325,,,,,,,,
74,72,1,72,241034,,,,,,,,
175,145,1,137,219680,0.609,0.757,0.126,0.08,0.151,0.294,0.588,68.625
212,78,1,28,236432,0.803,0.859,0.066,0.093,0.0,0.142,0.651,81.0
12,11,1,10,236976,0.689,0.788,0.086,0.179,0.0,0.09,0.642,74.667
37,28,1,19,212660,0.738,0.547,0.028,0.392,0.0,0.103,0.723,72.5
97,94,2,92,230095,,,,,,,,
118,98,1,78,271939,0.539,0.825,0.055,0.009,0.002,0.205,0.342,61.333
63,60,1,52,245384,0.4,0.338,0.04,0.456,0.039,0.14,0.196,63.625
26,19,1,11,220848,,,,,,,,
43,41,1,29,222037,,,,,,,,
29,20,1,15,188114,,,,,,,,
32,28,1,24,246128,,,,,,,,
58,34,2,20,241416,0.653,0.4,0.095,0.498,0.001,0.239,0.356,77.857
26,26,3,25,230013,0.633,0.474,0.037,0.376,0.0,0.113,0.401,76.0
182,149,3,114,219734,0.577,0.693,0.052,0.208,0.0,0.15,0.608,73.529
57,33,1,23,219149,0.875,0.674,0.075,0.042,0.0,0.122,0.425,84.0
44,43,1,40,229840,,,,,,,,
38,4,1,5,126133,,,,,,,,
73,67,1,60,242817,0.495,0.469,0.041,0.44,0.001,0.131,0.328,70.889
88,62,1,30,248770,,,,,,,,
199,140,1,99,227942,0.704,0.649,0.115,0.13,0.005,0.134,0.406,75.533
38,38,1,34,249327,0.851,0.701,0.26,0.168,0.0,0.171,0.704,72.0
91,43,1,19,218906,,,,,,,,
62,43,1,24,236215,0.636,0.537,0.178,0.444,0.0,0.632,0.621,42.0
40,40,1,38,226368,0.611,0.732,0.095,0.05,0.001,0.248,0.337,74.5
21,15,3,8,257720,,,,,,,,
79,72,3,53,292302,0.476,0.429,0.08,0.495,0.0,0.395,0.453,73.0
154,124,2,82,225739,0.579,0.786,0.108,0.096,0.0,0.142,0.614,77.25
63,40,1,30,612872,,,,,,,,
16,12,1,9,262868,,,,,,,,
78,75,7,56,219314,0.678,0.714,0.139,0.081,0.013,0.21,0.437,70.7
58,45,1,28,243855,0.684,0.631,0.061,0.093,0.0,0.237,0.49,80.667
13,9,1,6,240499,0.514,0.802,0.041,0.041,0.001,0.114,0.488,79.0
50,34,2,28,205285,0.593,0.515,0.032,0.316,0.0,0.138,0.546,74.4
10,10,1,9,247601,,,,,,,,
60,33,1,29,185857,0.509,0.373,0.054,0.774,0.001,0.213,0.569,58.0
92,81,1,56,232714,0.644,0.778,0.056,0.088,0.047,0.249,0.439,69.588
16,14,1,14,214484,,,,,,,,
35,33,1,30,233927,0.456,0.182,0.044,0.833,0.0,0.347,0.264,59.0
10,10,3,10,227702,,,,,,,,
5,5,1,4,208031,,,,,,,,
35,14,1,9,195004,,,,,,,,
17,17,3,17,249281,,,,,,,,
76,59,1,41,230657,,,,,,,,
77,72,3,46,199393,0.705,0.537,0.051,0.358,0.096,0.109,0.762,72.273
23,22,1,19,236273,,,,,,,,
70,51,1,41,241370,0.622,0.579,0.053,0.182,0.022,0.235,0.386,74.4
21,17,1,12,212063,,,,,,,,
141,127,1,113,275986,0.653,0.584,0.073,0.234,0.108,0.238,0.483,69.0
19,19,2,17,241358,0.446,0.307,0.043,0.726,0.442,0.137,0.158,58.0
20,20,1,20,192043,,,,,,,,
44,39,1,30,283675,0.429,0.728,0.047,0.177,0.01,0.207,0.534,74.52
31,31,1,30,276820,,,,,,,,
199,149,1,88,229300,0.483,0.897,0.087,0.008,0.03,0.244,0.424,65.447
7,7,1,7,199576,,,,,,,,
198,186,1,145,230965,0.738,0.743,0.096,0.15,0.033,0.165,0.634,73.81
141,113,1,78,231342,0.496,0.823,0.063,0.041,0.011,0.202,0.538,72.373
25,25,1,22,241864,0.863,0.687,0.125,0.006,0.001,0.425,0.717,86.0
110,97,1,80,174657,0.557,0.485,0.05,0.65,0.0,0.199,0.691,62.714
23,18,1,7,170574,0.572,0.491,0.058,0.725,0.001,0.211,0.738,64.455
50,41,1,33,220761,,,,,,,,
135,112,2,85,262793,0.646,0.484,0.047,0.378,0.19,0.233,0.564,58.4
20,20,1,20,218334,0.672,0.704,0.047,0.267,0.001,0.125,0.609,69.333
52,43,2,23,195148,0.781,0.684,0.055,0.167,0.001,0.108,0.849,71.5
26,15,1,11,212813,0.826,0.506,0.193,0.23,0.0,0.163,0.657,59.5
13,7,1,7,259315,,,,,,,,
33,33,1,32,241035,0.656,0.789,0.03,0.036,0.078,0.408,0.491,61.5
35,31,1,22,248794,,,,,,,,
114,106,1,79,228404,0.743,0.762,0.136,0.1,0.0,0.174,0.754,73.867
70,65,2,61,261048,0.706,0.743,0.041,0.152,0.025,0.212,0.671,73.2
120,64,1,14,175847,0.52,0.397,0.033,0.652,0.035,0.232,0.506,47.0
55,46,1,39,238238,0.674,0.82,0.179,0.106,0.0,0.243,0.465,56.25
145,117,3,74,261001,0.553,0.581,0.038,0.246,0.002,0.159,0.485,73.194
70,64,1,46,251768,0.459,0.563,0.033,0.187,0.0,0.133,0.331,58.625
44,43,1,43,229339,0.596,0.896,0.039,0.035,0.0,0.254,0.619,78.0
57,50,4,42,223849,0.576,0.747,0.036,0.174,0.0,0.122,0.653,68.0
91,74,1,45,252509,0.58,0.564,0.088,0.123,0.0,0.254,0.471,71.0
26,11,1,6,241830,0.408,0.703,0.033,0.064,0.006,0.101,0.275,75.0
15,14,1,13,203643,0.672,0.629,0.029,0.228,0.0,0.154,0.674,72.0
127,112,4,94,233475,0.457,0.825,0.103,0.079,0.092,0.118,0.522,53.667
24,23,1,19,234556,,,,,,,,
77,73,2,66,216413,0.603,0.665,0.063,0.221,0.001,0.159,0.425,76.1
103,61,1,33,216109,0.507,0.511,0.03,0.318,0.003,0.143,0.479,72.333
51,47,1,39,232380,0.727,0.808,0.04,0.032,0.001,0.084,0.829,81.5
45,45,1,45,246791,0.691,0.554,0.043,0.35,0.416,0.427,0.475,57.8
139,79,1,98,189115,0.438,0.299,0.074,0.723,0.033,0.193,0.467,61.84
71,66,5,60,236765,0.79,0.569,0.134,0.227,0.177,0.302,0.748,69.333
158,66,2,37,223980,0.52,0.868,0.071,0.04,0.003,0.195,0.483,69.824
24,22,1,19,224779,0.82,0.588,0.236,0.154,0.006,0.152,0.444,83.0
137,112,1,65,277554,0.48,0.687,0.066,0.164,0.127,0.211,0.568,71.6
86,77,3,70,263316,0.627,0.714,0.064,0.169,0.273,0.459,0.717,60.5
46,32,1,26,209779,0.539,0.851,0.057,0.005,0.0,0.176,0.444,71.25
23,22,30,18,309688,0.251,0.104,0.051,0.676,0.809,0.122,0.13,71.333
24,15,1,6,178885,0.542,0.537,0.034,0.343,0.004,0.185,0.706,59.125
30,28,1,25,272322,0.362,0.81,0.117,0.004,0.002,0.169,0.206,50.5
11,11,1,11,227118,0.737,0.651,0.056,0.015,0.0,0.19,0.355,78.667
173,63,1,37,215894,0.617,0.557,0.044,0.382,0.0,0.095,0.39,76.0
112,106,4,83,246915,0.54,0.588,0.047,0.314,0.01,0.148,0.621,74.537
9,8,1,6,247209,,,,,,,,
25,19,1,13,240158,0.544,0.37,0.03,0.646,0.0,0.099,0.404,67.5
42,37,1,28,231181,0.574,0.786,0.207,0.05,0.001,0.346,0.493,77.333
111,21,2,15,298965,,,,,,,,
35,33,2,27,231193,0.606,0.604,0.048,0.304,0.017,0.274,0.679,72.583
103,96,3,77,231373,0.615,0.826,0.065,0.014,0.204,0.259,0.485,62.556
11,11,2,10,215427,0.542,0.728,0.069,0.034,0.001,0.118,0.575,79.0
10,2,1,4,210822,0.587,0.376,0.158,0.568,0.0,0.138,0.408,65.0
30,29,1,27,263344,0.63,0.419,0.041,0.447,0.682,0.106,0.247,53.5
20,11,1,8,241419,0.452,0.847,0.06,0.0,0.004,0.128,0.416,74.4
247,204,2,139,227160,0.682,0.76,0.122,0.128,0.001,0.212,0.499,72.731
21,19,1,18,216054,0.515,0.538,0.047,0.777,0.0,0.103,0.432,86.5
70,27,2,20,227931,0.649,0.544,0.059,0.338,0.0,0.167,0.561,80.833
84,80,1,73,229079,0.637,0.436,0.061,0.234,0.0,0.185,0.418,68.667
85,73,1,62,219171,0.66,0.641,0.05,0.268,0.0,0.12,0.545,78.235
30,23,1,16,214487,0.315,0.349,0.039,0.167,0.812,0.176,0.162,58.75
186,173,2,150,248712,0.619,0.706,0.057,0.086,0.23,0.23,0.389,58.643
61,53,1,40,248845,0.688,0.502,0.104,0.244,0.025,0.215,0.306,71.2
33,31,2,27,251349,0.542,0.72,0.047,0.087,0.054,0.259,0.577,77.071
22,22,1,16,230519,,,,,,,,
74,70,1,66,229569,0.507,0.483,0.035,0.42,0.003,0.118,0.496,65.222
17,13,1,10,225694,,,,,,,,
12,12,1,11,230103,0.669,0.62,0.065,0.305,0.36,0.287,0.527,57.5
27,22,1,20,191898,0.835,0.462,0.142,0.243,0.0,0.2,0.383,83.5
41,39,2,33,225092,0.612,0.695,0.046,0.09,0.0,0.159,0.481,76.625
27,26,1,15,233836,,,,,,,,
47,41,1,37,232857,0.589,0.84,0.049,0.038,0.0,0.089,0.75,77.333
33,32,1,31,220973,0.714,0.776,0.261,0.059,0.064,0.076,0.323,66.0
13,12,1,11,228436,,,,,,,,
87,66,1,23,227324,0.447,0.303,0.033,0.66,0.183,0.142,0.455,64.833
117,86,1,72,240875,0.489,0.46,0.037,0.505,0.0,0.133,0.285,75.786
15,13,1,10,227828,,,,,,,,
42,36,7,31,213227,,,,,,,,
56,34,1,29,221022,0.59,0.622,0.036,0.253,0.144,0.23,0.281,67.2
85,57,1,37,229608,0.613,0.779,0.121,0.023,0.0,0.273,0.524,69.5
206,179,1,134,260449,0.539,0.629,0.044,0.217,0.014,0.175,0.525,74.773
66,55,1,42,297914,0.389,0.486,0.033,0.305,0.018,0.135,0.166,55.364
15,15,1,15,319575,0.702,0.397,0.041,0.412,0.447,0.254,0.285,55.5
85,77,1,73,221213,0.649,0.651,0.094,0.137,0.0,0.15,0.491,76.2
75,49,2,40,239257,0.518,0.742,0.08,0.063,0.0,0.24,0.35,68.0
147,41,1,24,245754,0.659,0.711,0.174,0.048,0.0,0.327,0.486,58.75
50,46,1,42,268173,,,,,,,,
93,42,1,60,188513,0.461,0.324,0.061,0.666,0.068,0.221,0.462,61.5
25,23,3,20,237242,0.639,0.795,0.035,0.055,0.009,0.071,0.481,74.0
15,15,1,15,227737,,,,,,,,
80,63,1,48,238380,0.52,0.646,0.051,0.178,0.002,0.151,0.336,76.455
50,38,1,25,239450,,,,,,,,
170,118,3,83,228341,0.73,0.557,0.067,0.2,0.001,0.12,0.426,73.125
102,95,1,74,239780,0.704,0.735,0.247,0.138,0.011,0.271,0.502,71.0
16,12,1,11,214951,,,,,,,,
78,75,1,67,217768,0.581,0.805,0.046,0.038,0.014,0.155,0.491,71.111
54,51,1,45,206929,0.632,0.734,0.063,0.101,0.026,0.276,0.467,63.167
6,6,1,6,222034,,,,,,,,
221,166,2,133,235265,0.556,0.652,0.039,0.129,0.0,0.096,0.41,69.857
72,34,1,30,251649,,,,,,,,
6,6,1,6,236846,,,,,,,,
110,95,1,61,258138,0.527,0.614,0.047,0.252,0.018,0.132,0.628,72.6
23,22,1,22,218590,,,,,,,,
73,65,1,53,238947,0.662,0.693,0.098,0.056,0.001,0.151,0.386,66.8
46,10,1,5,234240,,,,,,,,
16,15,1,15,215875,0.63,0.845,0.04,0.072,0.0,0.231,0.427,68.333
83,33,1,11,248007,,,,,,,,
28,21,1,12,249587,0.508,0.879,0.05,0.008,0.03,0.247,0.5,69.429
22,21,1,17,232395,0.579,0.688,0.046,0.077,0.0,0.101,0.359,76.0
168,110,1,63,221717,0.779,0.602,0.277,0.02,0.016,0.135,0.507,82.5
9,8,1,4,356723,,,,,,,,
17,16,1,16,222427,0.586,0.879,0.151,0.265,0.0,0.291,0.35,68.0
17,16,1,16,220710,0.788,0.58,0.08,0.104,0.0,0.192,0.451,73.0
53,49,1,48,223827,0.693,0.594,0.063,0.321,0.0,0.107,0.6,78.429
29,26,1,23,224471,0.65,0.783,0.071,0.064,0.023,0.115,0.663,76.5
53,46,1,40,223363,0.603,0.699,0.06,0.158,0.0,0.11,0.611,72.857
36,31,1,29,253130,0.578,0.706,0.035,0.017,0.0,0.225,0.303,71.0
65,54,2,46,229681,0.543,0.545,0.033,0.318,0.055,0.191,0.312,69.0
93,87,1,68,219116,0.675,0.751,0.11,0.136,0.011,0.201,0.526,73.615
78,58,1,41,243301,0.481,0.773,0.061,0.094,0.01,0.163,0.566,75.714
85,31,1,67,359591,,,,,,,,
53,37,1,37,199194,,,,,,,,
121,90,1,47,238170,0.537,0.643,0.063,0.27,0.025,0.216,0.623,74.3
47,46,1,46,232693,,,,,,,,
52,37,1,30,184378,0.566,0.487,0.066,0.786,0.0,0.168,0.698,58.333
49,42,3,36,276340,0.501,0.659,0.041,0.316,0.07,0.162,0.616,71.533
24,5,1,9,159085,0.82,0.464,0.048,0.156,0.0,0.101,0.872,64.0
24,17,1,16,220063,0.642,0.691,0.059,0.024,0.003,0.169,0.538,77.5
143,126,1,99,225022,0.537,0.777,0.076,0.074,0.002,0.221,0.457,68.364
134,109,3,66,245732,0.718,0.648,0.089,0.076,0.0,0.114,0.532,78.667
26,9,1,3,247345,,,,,,,,
36,36,1,31,235741,0.7,0.766,0.102,0.07,0.0,0.112,0.642,77.0
16,3,1,4,216089,,,,,,,,
83,64,3,35,215914,0.549,0.629,0.032,0.3,0.0,0.096,0.444,69.0
67,57,1,49,230178,0.642,0.608,0.037,0.163,0.0,0.198,0.493,71.333
44,40,1,28,226965,,,,,,,,
46,39,8,22,250235,0.529,0.534,0.039,0.379,0.004,0.188,0.564,74.059
105,4,1,4,82774,,,,,,,,
49,38,4,29,247180,0.458,0.931,0.099,0.002,0.013,0.155,0.369,65.692
8,7,1,7,217710,,,,,,,,
34,6,1,16,262516,0.29,0.262,0.043,0.562,0.006,0.104,0.245,56.6
88,47,1,20,236296,0.527,0.34,0.034,0.346,0.001,0.147,0.403,61.0
100,55,1,40,234776,0.599,0.556,0.241,0.394,0.0,0.3,0.273,66.0
46,44,2,41,237275,0.599,0.504,0.079,0.381,0.177,0.284,0.553,65.667
24,21,1,16,226171,,,,,,,,
10,6,2,5,248574,0.777,0.627,0.04,0.046,0.0,0.137,0.28,79.0
91,13,1,9,222066,,,,,,,,
95,61,1,37,232915,,,,,,,,
17,15,1,15,214132,0.71,0.752,0.062,0.019,0.001,0.146,0.785,81.6
130,111,1,90,217705,0.426,0.443,0.04,0.601,0.06,0.189,0.347,70.125
10,7,1,7,232678,,,,,,,,
99,27,1,10,241204,,,,,,,,
38,30,1,26,219138,0.629,0.63,0.032,0.143,0.031,0.267,0.356,76.0
33,31,1,31,331712,,,,,,,,
18,18,1,16,244655,0.529,0.486,0.032,0.396,0.0,0.132,0.277,76.333
16,14,1,9,196851,0.575,0.716,0.077,0.161,0.004,0.251,0.589,81.667
30,29,1,25,239027,0.62,0.377,0.036,0.514,0.003,0.207,0.474,72.2
55,51,1,33,259402,0.637,0.571,0.053,0.236,0.001,0.087,0.284,75.0
58,56,7,54,240693,0.57,0.488,0.036,0.504,0.002,0.1,0.337,51.0
68,51,1,36,211838,,,,,,,,
15,12,1,10,233056,,,,,,,,
18,16,1,15,236406,,,,,,,,
18,18,1,17,215046,0.647,0.683,0.218,0.027,0.077,0.551,0.374,68.0
245,21,1,12,231589,,,,,,,,
168,126,1,76,244303,0.559,0.761,0.076,0.084,0.044,0.201,0.515,75.977
150,45,1,35,205446,0.547,0.495,0.045,0.575,0.0,0.191,0.671,54.667
7,7,1,6,217038,,,,,,,,
49,33,1,15,239847,,,,,,,,
65,56,1,47,222938,0.53,0.549,0.039,0.341,0.0,0.112,0.564,72.167
35,34,1,26,269820,0.601,0.598,0.063,0.364,0.003,0.151,0.7,73.333
44,44,1,43,257624,0.624,0.683,0.041,0.16,0.014,0.17,0.647,72.733
46,27,2,21,211205,0.392,0.384,0.042,0.516,0.193,0.173,0.258,64.25
26,25,2,23,277928,,,,,,,,
6,6,1,6,200243,,,,,,,,
13,12,3,10,275332,,,,,,,,
22,19,1,14,206597,,,,,,,,
36,28,1,24,229251,0.704,0.602,0.163,0.271,0.003,0.128,0.536,79.0
88,69,2,59,223989,,,,,,,,
12,12,1,11,217010,0.7,0.772,0.188,0.234,0.0,0.408,0.779,64.667
158,150,2,111,224462,0.622,0.647,0.057,0.183,0.052,0.237,0.373,66.625
204,162,2,119,227853,0.793,0.654,0.165,0.082,0.002,0.186,0.49,77.5
187,120,2,84,200759,,,,,,,,
41,31,2,27,218980,0.573,0.655,0.034,0.229,0.0,0.1,0.528,70.5
22,14,1,4,252993,0.468,0.767,0.036,0.082,0.001,0.149,0.351,61.0
25,20,1,19,214491,,,,,,,,
40,33,1,24,224217,0.599,0.679,0.05,0.14,0.0,0.18,0.343,65.5
72,42,1,27,248581,0.543,0.36,0.031,0.637,0.094,0.111,0.332,59.0
30,14,2,22,185843,0.53,0.321,0.081,0.607,0.0,0.235,0.518,61.714
38,37,1,37,231064,,,,,,,,
52,47,3,39,220903,0.63,0.768,0.084,0.212,0.01,0.169,0.63,76.125
152,129,1,109,223710,0.636,0.728,0.079,0.107,0.003,0.279,0.423,60.091
106,75,2,42,197023,,,,,,,,
87,39,1,22,213069,0.635,0.559,0.03,0.451,0.0,0.136,0.617,75.0
94,55,1,26,224572,0.388,0.799,0.11,0.087,0.0,0.254,0.301,61.333
13,13,1,13,206695,0.613,0.408,0.027,0.62,0.061,0.097,0.247,78.667
22,19,1,14,292897,0.575,0.59,0.038,0.017,0.305,0.092,0.232,66.5
64,16,1,18,303649,0.714,0.647,0.041,0.059,0.811,0.415,0.763,50.0
197,88,1,35,252499,0.782,0.832,0.206,0.11,0.0,0.214,0.524,57.5
178,134,1,84,238738,0.495,0.59,0.043,0.366,0.001,0.196,0.46,69.444
94,75,1,64,235113,0.6,0.682,0.037,0.07,0.054,0.193,0.397,65.333
18,16,1,11,288959,,,,,,,,
14,14,1,14,227530,0.562,0.67,0.08,0.293,0.0,0.093,0.526,71.0
125,100,2,86,240943,,,,,,,,
66,49,1,35,229358,0.548,0.663,0.054,0.327,0.062,0.194,0.491,74.917
38,30,1,26,231519,0.565,0.628,0.031,0.178,0.242,0.219,0.318,60.0
16,15,1,14,204410,,,,,,,,
43,38,1,32,209341,,,,,,,,
200,17,24,7,228076,,,,,,,,
12,9,1,6,289495,0.515,0.208,0.031,0.49,0.0,0.183,0.231,62.333
36,34,1,28,220410,0.669,0.666,0.092,0.133,0.002,0.118,0.514,71.2
79,72,1,64,252714,0.804,0.518,0.135,0.28,0.0,0.136,0.613,71.6
102,90,1,72,231775,0.469,0.815,0.055,0.017,0.012,0.206,0.473,72.044
120,102,1,77,259324,0.575,0.564,0.051,0.235,0.037,0.178,0.582,69.9
24,22,1,19,221526,,,,,,,,
96,85,1,68,226271,0.697,0.711,0.205,0.13,0.001,0.224,0.598,71.0
40,20,1,13,244559,,,,,,,,
189,130,2,90,157929,,,,,,,,
35,29,1,23,230588,,,,,,,,
10,10,1,9,251436,,,,,,,,
7,6,1,3,225392,0.635,0.853,0.058,0.047,0.239,0.306,0.682,70.0
15,15,1,15,241356,0.845,0.697,0.161,0.129,0.0,0.139,0.587,77.0
12,10,1,9,228463,0.506,0.413,0.046,0.228,0.0,0.207,0.459,65.0
45,23,1,37,189955,0.447,0.31,0.073,0.666,0.001,0.257,0.475,64.579
44,12,4,3,196598,,,,,,,,
53,49,1,42,242932,0.517,0.767,0.048,0.086,0.006,0.205,0.576,72.391
25,24,4,23,216414,0.736,0.77,0.159,0.056,0.0,0.514,0.461,67.5
178,110,2,68,220935,0.504,0.886,0.055,0.006,0.013,0.215,0.43,64.522
73,29,2,7,221695,,,,,,,,
27,26,1,21,314184,,,,,,,,
68,38,1,33,234304,,,,,,,,
6,3,1,6,212075,,,,,,,,
45,39,1,35,244868,,,,,,,,
