,playlist_id,num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
19119,13721,33,31,1,22,235189,0.706,0.7140000000000001,0.133,0.01,0.0,0.312,0.522,72.0
19120,13722,62,58,54,52,219269,0.615,0.76,0.046,0.09,0.016,0.182,0.784,75.222
19121,13723,39,38,2,32,238443,0.486,0.268,0.031,0.78,0.0,0.315,0.396,59.0
19122,13724,55,52,1,40,246742,0.5760000000000001,0.619,0.044000000000000004,0.223,0.006,0.20600000000000002,0.6509999999999999,76.5
19127,13725,103,99,1,58,260150,0.696,0.748,0.08,0.26,0.0,0.15,0.684,75.5
19128,13726,178,164,1,125,219138,0.632,0.782,0.09699999999999999,0.08199999999999999,0.0,0.11,0.602,69.0
19129,13727,92,69,1,47,242241,0.42200000000000004,0.887,0.096,0.027000000000000003,0.033,0.262,0.461,72.467
19131,13728,19,11,1,4,291431,0.8009999999999999,0.8340000000000001,0.215,0.026000000000000002,0.0,0.2,0.7020000000000001,67.667
19132,13729,170,150,2,105,237793,0.528,0.68,0.062,0.23800000000000002,0.022000000000000002,0.17800000000000002,0.633,74.4
19133,13730,107,91,1,67,257896,0.7070000000000001,0.741,0.071,0.182,0.001,0.14300000000000002,0.762,72.25
19134,13731,165,97,2,51,247158,0.779,0.727,0.209,0.10800000000000001,0.0,0.207,0.604,73.5
19135,13732,59,53,1,46,203618,0.631,0.706,0.092,0.10300000000000001,0.0,0.264,0.5670000000000001,68.714
19136,13733,15,15,1,14,235873,0.738,0.48700000000000004,0.033,0.253,0.002,0.11,0.738,75.0
19139,13734,244,80,2,33,243059,0.7190000000000001,0.853,0.07,0.209,0.0,0.251,0.8029999999999999,73.0
19140,13735,23,23,1,19,219496,0.569,0.76,0.028999999999999998,0.228,0.001,0.111,0.51,75.5
19142,13736,37,31,1,28,264317,0.825,0.7120000000000001,0.222,0.257,0.0,0.19899999999999998,0.7140000000000001,75.833
19144,13737,74,51,1,33,223243,0.748,0.713,0.055999999999999994,0.23600000000000002,0.0,0.107,0.6629999999999999,73.4
19145,13738,92,74,2,59,222947,0.569,0.495,0.07400000000000001,0.33399999999999996,0.002,0.17600000000000002,0.525,69.5
19146,13739,97,93,1,83,207253,0.601,0.762,0.05,0.095,0.136,0.187,0.35100000000000003,56.111000000000004
19147,13740,247,213,2,165,214880,0.598,0.685,0.054000000000000006,0.14400000000000002,0.008,0.163,0.457,72.684
19148,13741,39,34,1,25,207196,0.588,0.435,0.04,0.56,0.004,0.14800000000000002,0.53,68.889
19149,13742,43,38,1,27,249878,0.569,0.873,0.044000000000000004,0.044000000000000004,0.012,0.20199999999999999,0.597,75.0
19150,13743,41,28,2,15,233485,0.45399999999999996,0.701,0.09699999999999999,0.33799999999999997,0.0,0.24,0.355,79.0
19151,13744,112,100,1,68,207623,0.5489999999999999,0.569,0.045,0.345,0.005,0.239,0.65,72.52600000000001
19152,13745,167,145,2,124,236049,0.616,0.5760000000000001,0.084,0.256,0.135,0.17800000000000002,0.49700000000000005,72.154
19155,13746,219,101,1,71,225832,0.409,0.919,0.079,0.015,0.001,0.253,0.409,63.875
19157,13747,15,10,1,9,226768,0.5920000000000001,0.847,0.09,0.006999999999999999,0.0,0.166,0.638,79.5
19161,13748,45,40,1,29,238947,0.429,0.532,0.036000000000000004,0.331,0.152,0.102,0.188,67.0
19162,13749,60,59,1,45,237394,0.619,0.738,0.052000000000000005,0.18100000000000002,0.004,0.222,0.7170000000000001,70.043
19163,13750,57,45,2,34,218169,0.584,0.769,0.055999999999999994,0.16,0.0,0.16399999999999998,0.545,78.0
19164,13751,52,39,1,25,223100,0.591,0.7440000000000001,0.091,0.12,0.025,0.133,0.519,68.3
19166,13752,83,82,1,76,230559,0.626,0.8220000000000001,0.087,0.114,0.001,0.12,0.7070000000000001,68.222
19167,13753,111,91,1,82,225047,0.491,0.615,0.055,0.20600000000000002,0.01,0.161,0.391,69.36399999999999
19168,13754,71,31,1,15,284565,0.449,0.599,0.035,0.198,0.0,0.215,0.287,47.9
19169,13755,31,31,1,28,251757,0.392,0.8109999999999999,0.039,0.067,0.0,0.424,0.5539999999999999,79.5
19170,13756,198,159,1,97,223014,0.6759999999999999,0.679,0.04,0.195,0.0,0.16399999999999998,0.5760000000000001,70.333
19172,13757,80,76,6,74,253634,0.622,0.693,0.05,0.14400000000000002,0.046,0.21,0.598,70.89699999999999
19173,13758,134,99,2,59,216944,0.542,0.7240000000000001,0.032,0.192,0.0,0.11599999999999999,0.562,68.25
19174,13759,44,37,1,35,224036,0.5479999999999999,0.696,0.047,0.17,0.001,0.156,0.415,66.167
19176,13760,77,56,1,49,214625,0.593,0.7120000000000001,0.063,0.09699999999999999,0.0,0.126,0.49700000000000005,80.143
19177,13761,80,78,7,52,224931,0.737,0.706,0.09,0.217,0.001,0.098,0.591,70.0
19180,13762,89,85,1,83,217677,0.536,0.703,0.052000000000000005,0.10400000000000001,0.0,0.16,0.342,76.0
19181,13763,113,89,1,67,259008,0.5670000000000001,0.772,0.049,0.031,0.06,0.18600000000000003,0.484,69.957
19182,13764,55,45,2,38,218264,0.5710000000000001,0.747,0.067,0.094,0.0,0.14300000000000002,0.45,72.571
19184,13765,178,121,1,71,248854,0.733,0.6729999999999999,0.151,0.157,0.034,0.171,0.5529999999999999,76.733
19186,13766,61,42,1,34,370941,0.381,0.669,0.036000000000000004,0.036000000000000004,0.0,0.34600000000000003,0.171,45.857
19187,13767,159,78,1,54,236755,0.65,0.6970000000000001,0.059000000000000004,0.282,0.011000000000000001,0.113,0.574,77.0
19188,13768,194,157,1,120,231257,0.7859999999999999,0.514,0.205,0.175,0.02,0.146,0.43,78.375
19189,13769,14,13,1,12,238678,0.52,0.584,0.044000000000000004,0.3,0.0,0.192,0.616,72.75
19191,13770,9,9,1,9,215604,0.46,0.81,0.037000000000000005,0.166,0.0,0.251,0.285,76.5
19193,13771,31,30,1,29,218580,0.604,0.68,0.095,0.039,0.01,0.342,0.513,75.0
19194,13772,29,28,3,23,215865,0.624,0.698,0.044000000000000004,0.096,0.0,0.154,0.508,78.5
19196,13773,28,28,1,19,215495,0.599,0.594,0.045,0.371,0.012,0.184,0.675,72.2
19197,13774,33,27,1,22,226185,0.799,0.619,0.055999999999999994,0.031,0.0,0.091,0.518,82.0
19199,13775,40,38,3,23,198225,0.784,0.67,0.184,0.324,0.0,0.12,0.698,61.888999999999996
19200,13776,23,12,1,9,233332,0.297,0.22699999999999998,0.044000000000000004,0.965,0.912,0.087,0.07200000000000001,64.75
19201,13777,183,84,1,28,188797,0.552,0.461,0.027000000000000003,0.513,0.003,0.149,0.5479999999999999,67.5
19202,13778,29,11,1,8,208937,0.614,0.5589999999999999,0.066,0.126,0.0,0.17800000000000002,0.268,77.0
19203,13779,13,13,1,13,224779,0.597,0.6890000000000001,0.035,0.149,0.001,0.177,0.727,73.8
19204,13780,25,18,1,10,261247,0.428,0.769,0.039,0.01,0.001,0.16899999999999998,0.39799999999999996,69.714
19205,13781,242,193,1,142,245745,0.604,0.701,0.091,0.083,0.073,0.196,0.449,75.556
19206,13782,90,80,2,72,212798,0.624,0.753,0.07400000000000001,0.047,0.0,0.215,0.46299999999999997,71.833
19207,13783,46,42,1,41,222585,0.7979999999999999,0.512,0.057,0.662,0.0,0.13,0.8079999999999999,80.5
19208,13784,29,26,1,25,217633,0.597,0.764,0.05,0.004,0.001,0.265,0.397,78.0
19210,13785,28,24,5,23,223581,0.607,0.311,0.038,0.389,0.0,0.21100000000000002,0.16699999999999998,76.5
19211,13786,179,139,2,96,228308,0.747,0.551,0.079,0.248,0.003,0.109,0.428,80.875
19214,13787,32,14,1,10,196404,0.583,0.515,0.037000000000000005,0.368,0.47700000000000004,0.114,0.36,59.0
19215,13788,73,72,1,65,213612,0.594,0.597,0.066,0.461,0.0,0.166,0.504,70.727
19216,13789,53,44,1,35,220930,0.716,0.629,0.055,0.35100000000000003,0.0,0.125,0.40399999999999997,75.2
19217,13790,48,48,2,41,218850,0.665,0.588,0.077,0.205,0.002,0.146,0.66,71.429
19219,13791,30,30,1,26,222018,0.557,0.6809999999999999,0.057,0.18,0.0,0.222,0.6829999999999999,76.2
19220,13792,31,30,1,26,209697,0.755,0.715,0.055,0.171,0.0,0.201,0.7809999999999999,76.333
19221,13793,45,42,1,40,246808,0.609,0.759,0.113,0.051,0.0,0.20800000000000002,0.39299999999999996,74.0
19222,13794,49,37,2,33,218849,0.5579999999999999,0.7090000000000001,0.057,0.054000000000000006,0.0,0.22899999999999998,0.467,73.417
19224,13795,223,198,1,131,228252,0.616,0.8440000000000001,0.129,0.045,0.064,0.324,0.44299999999999995,65.778
19225,13796,100,14,1,4,349242,0.348,0.647,0.044000000000000004,0.054000000000000006,0.0,0.36700000000000005,0.132,43.5
19226,13797,171,141,1,120,230342,0.57,0.723,0.069,0.158,0.0,0.17800000000000002,0.527,76.833
19227,13798,31,31,2,23,262279,0.584,0.573,0.038,0.312,0.048,0.302,0.5539999999999999,75.9
19228,13799,56,42,2,33,234511,0.595,0.71,0.045,0.342,0.0,0.322,0.564,72.5
19229,13800,28,26,2,25,221446,0.556,0.828,0.09,0.10400000000000001,0.08,0.21100000000000002,0.561,77.833
19230,13801,40,31,2,24,207728,0.519,0.795,0.147,0.045,0.0,0.259,0.465,74.333
19231,13802,33,29,1,26,245180,0.485,0.505,0.033,0.461,0.019,0.102,0.23199999999999998,57.0
19232,13803,23,19,2,14,246494,0.7090000000000001,0.419,0.032,0.365,0.0,0.098,0.37,74.0
19234,13804,34,29,1,27,227893,0.71,0.823,0.087,0.011000000000000001,0.07200000000000001,0.094,0.48200000000000004,72.8
19235,13805,38,33,1,29,232213,0.624,0.831,0.037000000000000005,0.043,0.0,0.14800000000000002,0.48700000000000004,73.0
19236,13806,97,76,2,59,242175,0.451,0.5379999999999999,0.032,0.08,0.001,0.179,0.35100000000000003,63.5
19237,13807,33,32,1,31,239707,0.598,0.5820000000000001,0.051,0.312,0.006999999999999999,0.19899999999999998,0.341,64.333
19239,13808,8,8,1,8,194208,0.537,0.7340000000000001,0.038,0.054000000000000006,0.0,0.21,0.23600000000000002,66.0
19240,13809,50,32,1,31,225739,0.545,0.38299999999999995,0.057,0.409,0.0,0.179,0.321,74.0
19244,13810,90,78,3,62,234800,0.479,0.872,0.07,0.035,0.063,0.182,0.527,68.667
19245,13811,17,17,1,16,218575,0.363,0.544,0.051,0.483,0.0,0.188,0.429,42.5
19247,13812,27,23,1,15,246148,0.7340000000000001,0.524,0.037000000000000005,0.376,0.0,0.128,0.528,63.0
19248,13813,97,71,1,47,245354,0.563,0.659,0.032,0.213,0.004,0.18600000000000003,0.486,70.882
19250,13814,151,129,3,84,238292,0.48200000000000004,0.721,0.064,0.17800000000000002,0.021,0.17800000000000002,0.593,73.127
19251,13815,20,20,1,20,220354,0.5760000000000001,0.6859999999999999,0.086,0.19899999999999998,0.001,0.19399999999999998,0.564,75.8
19253,13816,101,89,1,72,237202,0.5760000000000001,0.672,0.078,0.21899999999999997,0.0,0.179,0.434,78.0
19257,13817,28,28,1,24,239674,0.564,0.716,0.3,0.113,0.0,0.16399999999999998,0.55,76.667
19258,13818,110,87,2,78,243950,0.605,0.745,0.124,0.20199999999999999,0.002,0.17800000000000002,0.69,75.2
19259,13819,90,71,1,53,224878,0.62,0.614,0.08900000000000001,0.226,0.0,0.204,0.486,73.5
19261,13820,25,18,1,18,245709,0.489,0.807,0.04,0.011000000000000001,0.0,0.096,0.531,74.333
19263,13821,69,62,1,41,239145,0.807,0.7509999999999999,0.157,0.187,0.0,0.17800000000000002,0.8240000000000001,75.333
19265,13822,16,16,1,15,235822,0.41700000000000004,0.514,0.043,0.513,0.0,0.16699999999999998,0.447,74.667
19266,13823,52,48,2,38,234372,0.665,0.7829999999999999,0.092,0.057999999999999996,0.085,0.261,0.583,70.75
19267,13824,41,35,2,29,205610,0.51,0.551,0.037000000000000005,0.387,0.019,0.129,0.474,66.2
19268,13825,241,203,1,151,263560,0.733,0.7070000000000001,0.242,0.225,0.0,0.205,0.652,72.192
19270,13826,27,24,1,23,261692,0.386,0.515,0.037000000000000005,0.446,0.006999999999999999,0.099,0.24100000000000002,75.5
19271,13827,98,70,1,59,233297,0.622,0.715,0.033,0.064,0.0,0.17,0.596,72.667
19272,13828,48,46,1,39,213028,0.613,0.561,0.092,0.21,0.003,0.133,0.4,76.25
19274,13829,66,62,4,55,226829,0.747,0.488,0.076,0.34,0.0,0.10800000000000001,0.377,81.0
19276,13830,128,100,1,62,235660,0.67,0.696,0.154,0.08,0.0,0.2,0.503,70.667
19279,13831,16,15,1,13,236413,0.545,0.425,0.037000000000000005,0.626,0.0,0.275,0.675,65.2
19280,13832,67,65,1,57,220225,0.523,0.36200000000000004,0.05,0.6890000000000001,0.0,0.10300000000000001,0.22399999999999998,70.5
19281,13833,83,36,1,21,224024,0.395,0.8809999999999999,0.1,0.009000000000000001,0.048,0.158,0.275,57.75
19282,13834,133,97,1,67,242793,0.5820000000000001,0.542,0.05,0.35600000000000004,0.005,0.16,0.43799999999999994,75.667
19285,13835,130,96,3,58,242372,0.677,0.6679999999999999,0.052000000000000005,0.11199999999999999,0.0,0.174,0.546,78.583
19286,13836,72,45,1,34,217802,0.527,0.6829999999999999,0.107,0.184,0.011000000000000001,0.177,0.43799999999999994,74.389
19287,13837,41,32,2,28,252447,0.565,0.365,0.11199999999999999,0.628,0.025,0.23800000000000002,0.506,75.0
19288,13838,49,48,1,45,213352,0.561,0.769,0.048,0.054000000000000006,0.008,0.235,0.43700000000000006,74.444
19289,13839,59,48,1,35,231151,0.6559999999999999,0.8290000000000001,0.07200000000000001,0.017,0.0,0.14400000000000002,0.741,76.5
19290,13840,214,193,4,138,228403,0.8079999999999999,0.6709999999999999,0.114,0.16399999999999998,0.0,0.175,0.627,74.0
19291,13841,75,70,1,63,235484,0.674,0.8059999999999999,0.10800000000000001,0.128,0.057999999999999996,0.319,0.575,72.727
19292,13842,60,50,4,42,249322,0.5870000000000001,0.578,0.039,0.327,0.603,0.184,0.39,52.143
19293,13843,134,104,1,60,218205,0.599,0.644,0.045,0.15,0.0,0.159,0.6,70.714
19294,13844,72,32,1,15,311707,0.38799999999999996,0.529,0.032,0.07,0.0,0.45299999999999996,0.253,50.667
19295,13845,111,104,1,92,224898,0.66,0.775,0.07200000000000001,0.046,0.008,0.19899999999999998,0.479,70.5
19296,13846,48,40,1,29,238872,0.6709999999999999,0.81,0.19699999999999998,0.040999999999999995,0.079,0.17300000000000001,0.466,60.25
19297,13847,164,121,1,80,220147,0.737,0.57,0.134,0.155,0.0,0.128,0.34600000000000003,71.714
19298,13848,51,43,1,31,214127,0.603,0.775,0.055,0.042,0.0,0.18899999999999997,0.58,72.062
19299,13849,10,8,2,5,234032,0.617,0.555,0.03,0.5539999999999999,0.043,0.124,0.495,49.5
19300,13850,21,19,1,19,240257,0.616,0.45899999999999996,0.047,0.62,0.0,0.133,0.47600000000000003,75.4
19302,13851,57,53,1,50,249188,0.639,0.713,0.052000000000000005,0.149,0.02,0.175,0.6940000000000001,73.889
19303,13852,10,9,1,9,200796,0.6559999999999999,0.27699999999999997,0.147,0.8220000000000001,0.004,0.105,0.21600000000000003,80.5
19304,13853,17,15,1,15,208062,0.384,0.743,0.049,0.138,0.0,0.09,0.237,55.0
19305,13854,110,77,1,46,214087,0.5770000000000001,0.591,0.039,0.304,0.0,0.092,0.37799999999999995,72.667
19306,13855,136,65,1,50,226350,0.556,0.7070000000000001,0.053,0.19699999999999998,0.001,0.115,0.5529999999999999,68.263
19307,13856,100,35,1,20,211934,0.47100000000000003,0.7340000000000001,0.039,0.09300000000000001,0.134,0.146,0.603,62.318000000000005
19308,13857,88,65,1,38,249029,0.462,0.757,0.063,0.078,0.034,0.19399999999999998,0.45299999999999996,68.042
19309,13858,30,30,1,29,236358,0.639,0.852,0.057999999999999996,0.071,0.019,0.165,0.669,78.167
19311,13859,230,145,1,71,222103,0.561,0.618,0.032,0.251,0.002,0.13,0.611,67.167
19312,13860,110,99,1,84,220829,0.618,0.7070000000000001,0.07400000000000001,0.14,0.0,0.158,0.557,76.4
19314,13861,141,48,1,33,233634,0.7,0.856,0.129,0.107,0.19699999999999998,0.426,0.504,64.0
19315,13862,47,35,1,30,247169,0.622,0.833,0.073,0.011000000000000001,0.0,0.092,0.875,73.5
19316,13863,108,97,2,80,225934,0.664,0.7659999999999999,0.055,0.17300000000000001,0.0,0.20600000000000002,0.647,77.7
19317,13864,40,35,1,32,241035,0.524,0.515,0.059000000000000004,0.473,0.001,0.10400000000000001,0.302,78.25
19319,13865,93,71,1,31,202130,0.596,0.51,0.035,0.597,0.0,0.128,0.20800000000000002,61.667
19320,13866,18,16,1,15,254374,0.655,0.629,0.228,0.076,0.0,0.316,0.363,72.5
19321,13867,59,20,1,14,227435,0.8809999999999999,0.615,0.057,0.008,0.0,0.166,0.7609999999999999,85.5
19322,13868,44,29,1,20,256563,0.8190000000000001,0.6990000000000001,0.266,0.204,0.002,0.3,0.7040000000000001,69.8
19323,13869,19,19,1,18,267181,0.5710000000000001,0.778,0.163,0.034,0.013000000000000001,0.13699999999999998,0.44,63.5
19324,13870,246,199,1,144,218098,0.631,0.725,0.062,0.17600000000000002,0.002,0.161,0.525,70.778
19325,13871,15,15,1,15,222133,0.7559999999999999,0.6559999999999999,0.042,0.096,0.0,0.14,0.439,75.5
19328,13872,96,77,3,38,238229,0.583,0.535,0.032,0.317,0.013000000000000001,0.154,0.622,72.417
19331,13873,58,47,1,22,231114,0.507,0.802,0.043,0.039,0.002,0.136,0.41200000000000003,73.36399999999999
19332,13874,162,111,1,64,228383,0.733,0.787,0.07200000000000001,0.22699999999999998,0.0,0.16,0.7170000000000001,74.625
19333,13875,87,83,1,79,231917,0.6759999999999999,0.8109999999999999,0.07,0.054000000000000006,0.004,0.149,0.7040000000000001,72.933
19335,13876,45,40,1,28,235505,0.391,0.26,0.028999999999999998,0.599,0.077,0.11,0.318,65.571
19336,13877,162,158,1,150,246814,0.612,0.733,0.057999999999999996,0.003,0.003,0.146,0.461,63.333
19338,13878,20,19,1,16,255675,0.526,0.606,0.031,0.299,0.003,0.11699999999999999,0.33299999999999996,63.375
19339,13879,135,33,1,15,216755,0.45899999999999996,0.802,0.062,0.033,0.109,0.163,0.551,67.778
19340,13880,100,65,1,32,261189,0.77,0.8390000000000001,0.248,0.126,0.0,0.48200000000000004,0.6970000000000001,63.667
19341,13881,108,98,1,87,208503,0.6629999999999999,0.672,0.064,0.17300000000000001,0.0,0.11699999999999999,0.426,71.643
19342,13882,102,81,3,54,238676,0.685,0.562,0.105,0.183,0.001,0.134,0.32899999999999996,75.75
19345,13883,94,63,1,28,217954,0.5429999999999999,0.723,0.042,0.213,0.0,0.136,0.467,74.667
19346,13884,84,81,1,71,226543,0.51,0.63,0.037000000000000005,0.146,0.0,0.201,0.483,74.833
19347,13885,101,53,1,31,219186,0.5,0.835,0.063,0.02,0.0,0.217,0.489,70.667
19348,13886,39,34,2,27,211944,0.6990000000000001,0.66,0.051,0.015,0.0,0.225,0.307,64.333
19349,13887,43,36,5,25,239819,0.508,0.636,0.032,0.204,0.0,0.125,0.38,71.077
19350,13888,200,146,1,102,235971,0.529,0.5820000000000001,0.039,0.34299999999999997,0.002,0.154,0.401,71.943
19351,13889,16,16,1,15,258631,0.643,0.69,0.055,0.081,0.134,0.214,0.513,73.0
19352,13890,56,43,1,38,221869,0.69,0.68,0.12,0.136,0.0,0.207,0.517,74.182
19353,13891,57,50,2,32,259627,0.615,0.805,0.057999999999999996,0.016,0.048,0.184,0.6509999999999999,57.667
19355,13892,99,91,2,65,252937,0.56,0.67,0.046,0.248,0.005,0.174,0.667,74.138
19356,13893,63,34,1,29,190802,0.5660000000000001,0.423,0.034,0.392,0.153,0.085,0.57,72.2
19357,13894,32,32,1,32,255762,0.601,0.815,0.083,0.14300000000000002,0.019,0.128,0.68,75.667
19360,13895,49,48,1,47,203200,0.706,0.727,0.084,0.109,0.0,0.204,0.77,78.125
19361,13896,69,68,1,65,248278,0.494,0.19699999999999998,0.035,0.7,0.0,0.28600000000000003,0.499,58.0
19363,13897,29,28,1,19,268179,0.465,0.48100000000000004,0.028999999999999998,0.401,0.0,0.187,0.175,58.2
19365,13898,39,35,1,30,224389,0.568,0.504,0.122,0.34,0.003,0.128,0.382,71.667
19366,13899,50,26,1,15,269277,0.469,0.142,0.039,0.684,0.002,0.094,0.321,63.333
19367,13900,50,12,1,4,195184,0.674,0.461,0.062,0.344,0.0,0.142,0.385,78.5
19368,13901,52,42,1,36,219537,0.565,0.795,0.04,0.075,0.0,0.21600000000000003,0.46,73.286
19369,13902,31,27,1,24,253465,0.674,0.48200000000000004,0.039,0.083,0.68,0.10300000000000001,0.16899999999999998,56.5
19370,13903,9,9,1,9,233426,0.63,0.852,0.10800000000000001,0.038,0.043,0.095,0.28,72.333
19371,13904,70,58,1,54,236677,0.5579999999999999,0.787,0.055,0.054000000000000006,0.001,0.163,0.44799999999999995,76.625
19373,13905,46,39,8,38,254253,0.581,0.47700000000000004,0.105,0.299,0.001,0.364,0.29100000000000004,68.5
19374,13906,96,91,105,77,319834,0.43799999999999994,0.138,0.039,0.6729999999999999,0.002,0.083,0.376,64.5
19375,13907,71,68,1,60,236156,0.6829999999999999,0.636,0.057999999999999996,0.225,0.065,0.294,0.5760000000000001,73.2
19376,13908,78,66,1,56,224192,0.57,0.778,0.06,0.057999999999999996,0.019,0.125,0.473,64.571
19377,13909,25,18,1,11,261221,0.434,0.934,0.1,0.003,0.012,0.16899999999999998,0.363,68.0
19378,13910,40,36,1,35,207909,0.594,0.69,0.069,0.17800000000000002,0.005,0.187,0.419,69.25
19379,13911,36,36,3,30,225591,0.583,0.7240000000000001,0.037000000000000005,0.062,0.012,0.157,0.34600000000000003,67.5
19380,13912,76,56,1,41,281693,0.41700000000000004,0.917,0.107,0.005,0.048,0.258,0.3,58.769
19381,13913,21,6,2,6,227692,0.445,0.629,0.039,0.039,0.001,0.27,0.22399999999999998,73.25
19383,13914,43,29,1,17,232191,0.529,0.774,0.102,0.13,0.004,0.21899999999999997,0.493,80.0
19384,13915,18,10,1,3,252997,0.48200000000000004,0.61,0.04,0.249,0.009000000000000001,0.13,0.536,72.889
19385,13916,74,50,2,35,244484,0.843,0.653,0.201,0.24600000000000002,0.045,0.193,0.816,74.167
19386,13917,74,63,1,43,282265,0.6459999999999999,0.758,0.046,0.1,0.0,0.1,0.501,75.0
19388,13918,113,99,1,82,247853,0.429,0.767,0.066,0.09699999999999999,0.03,0.242,0.248,65.5
19389,13919,55,51,1,45,161753,0.5670000000000001,0.597,0.08199999999999999,0.515,0.0,0.213,0.7829999999999999,68.765
19391,13920,51,38,1,24,233118,0.861,0.594,0.19399999999999998,0.032,0.006999999999999999,0.13699999999999998,0.377,83.667
19392,13921,144,34,1,75,148520,0.475,0.344,0.081,0.647,0.0,0.193,0.47600000000000003,61.0
19394,13922,86,70,1,53,240859,0.493,0.8690000000000001,0.09300000000000001,0.024,0.075,0.17300000000000001,0.397,67.5
19396,13923,15,12,1,11,249356,0.493,0.5539999999999999,0.027000000000000003,0.237,0.0,0.1,0.285,74.5
19397,13924,43,35,1,27,233183,0.7190000000000001,0.773,0.073,0.016,0.0,0.248,0.531,63.0
19400,13925,82,68,1,49,263827,0.612,0.664,0.04,0.23199999999999998,0.092,0.192,0.665,71.444
19401,13926,73,52,1,28,247991,0.794,0.6920000000000001,0.235,0.187,0.018000000000000002,0.18,0.7,74.0
19403,13927,137,110,1,63,202203,0.462,0.9179999999999999,0.09300000000000001,0.017,0.003,0.289,0.5870000000000001,67.75
19404,13928,25,24,1,22,223406,0.44,0.946,0.065,0.027000000000000003,0.0,0.386,0.522,67.5
19405,13929,42,35,1,22,236363,0.563,0.802,0.044000000000000004,0.11199999999999999,0.012,0.121,0.636,56.833
19406,13930,27,26,1,21,235691,0.628,0.797,0.07,0.068,0.026000000000000002,0.099,0.537,74.4
19408,13931,96,90,2,73,237921,0.653,0.81,0.078,0.055,0.012,0.156,0.619,68.923
19409,13932,69,61,2,51,229691,0.565,0.716,0.047,0.095,0.016,0.205,0.465,73.25
19412,13933,119,79,2,55,220646,0.623,0.6970000000000001,0.053,0.133,0.001,0.13699999999999998,0.5379999999999999,75.381
19413,13934,63,55,2,52,242330,0.59,0.45799999999999996,0.036000000000000004,0.40700000000000003,0.001,0.129,0.42200000000000004,72.455
19414,13935,33,32,1,31,232183,0.591,0.696,0.065,0.163,0.004,0.272,0.5670000000000001,81.2
19415,13936,81,69,2,55,224567,0.7070000000000001,0.42200000000000004,0.193,0.652,0.0,0.225,0.444,80.571
19416,13937,27,19,2,8,352246,0.429,0.607,0.027999999999999997,0.228,0.0,0.39399999999999996,0.264,57.5
19417,13938,140,107,3,55,229920,0.718,0.621,0.294,0.018000000000000002,0.006999999999999999,0.361,0.37,76.667
19419,13939,231,172,2,125,243400,0.5870000000000001,0.63,0.038,0.299,0.016,0.17800000000000002,0.499,69.36399999999999
19421,13940,162,65,1,35,220801,0.574,0.652,0.046,0.175,0.0,0.154,0.42700000000000005,76.118
19422,13941,66,63,1,58,228786,0.5870000000000001,0.6659999999999999,0.059000000000000004,0.249,0.001,0.133,0.521,72.923
19424,13942,20,18,1,14,261160,0.7340000000000001,0.618,0.11199999999999999,0.07200000000000001,0.0,0.147,0.266,74.0
19426,13943,60,56,1,47,228177,0.72,0.713,0.055,0.17,0.018000000000000002,0.142,0.535,77.429
19427,13944,18,15,1,9,291003,0.515,0.525,0.036000000000000004,0.289,0.016,0.282,0.529,75.5
19428,13945,133,111,1,82,239400,0.6579999999999999,0.621,0.106,0.22399999999999998,0.002,0.135,0.513,73.7
19429,13946,29,27,1,25,229837,0.631,0.69,0.063,0.184,0.001,0.158,0.547,74.833
19431,13947,20,19,2,18,215622,0.597,0.77,0.036000000000000004,0.023,0.009000000000000001,0.161,0.556,71.0
19433,13948,175,130,1,98,259533,0.7559999999999999,0.595,0.156,0.151,0.0,0.132,0.447,72.0
19434,13949,211,186,3,123,234633,0.594,0.7929999999999999,0.071,0.08800000000000001,0.06,0.175,0.353,57.25
19435,13950,81,56,1,25,208567,0.524,0.794,0.075,0.01,0.053,0.262,0.644,65.2
19436,13951,28,28,1,26,198897,0.366,0.39799999999999996,0.048,0.6890000000000001,0.096,0.128,0.368,69.0
19439,13952,101,82,2,61,239824,0.5429999999999999,0.41700000000000004,0.045,0.502,0.059000000000000004,0.135,0.428,75.76899999999999
19442,13953,23,20,1,13,210989,0.5479999999999999,0.579,0.065,0.426,0.0,0.142,0.525,62.5
19443,13954,56,52,1,41,262530,0.45,0.758,0.08,0.08900000000000001,0.012,0.204,0.5579999999999999,73.0
19444,13955,151,74,2,48,210457,0.541,0.7490000000000001,0.040999999999999995,0.228,0.0,0.08800000000000001,0.444,67.667
19448,13956,126,88,4,64,231169,0.525,0.584,0.037000000000000005,0.38,0.003,0.133,0.31,65.692
19449,13957,51,49,1,43,234235,0.5579999999999999,0.58,0.048,0.27899999999999997,0.001,0.14300000000000002,0.496,73.222
19451,13958,77,73,1,68,218318,0.614,0.654,0.043,0.243,0.001,0.107,0.618,75.786
19452,13959,26,25,3,19,236887,0.6779999999999999,0.772,0.091,0.22399999999999998,0.0,0.203,0.491,71.5
19453,13960,19,19,2,17,207812,0.6,0.527,0.051,0.353,0.0,0.14800000000000002,0.31,83.667
19454,13961,23,19,1,15,221970,0.588,0.857,0.044000000000000004,0.052000000000000005,0.038,0.19,0.687,80.667
19456,13962,39,37,10,34,181188,0.589,0.603,0.08,0.584,0.001,0.23199999999999998,0.7759999999999999,68.286
